timestamps,TP9,AF7,AF8,TP10,Right AUX
1740447687.7867687,0.20840631604440935,-0.09635258930688491,0.2002524098001903,0.19362608685299576,nan
1740447687.7906744,0.19526735876456708,-0.07903932677506202,0.16178120173918095,0.16565646944718818,nan
1740447687.7945802,0.1810519865035199,-0.06028181190679088,0.12113887224333279,0.13603881636643245,nan
1740447687.798486,0.16596955901705016,-0.040227031304580343,0.07868784359678717,0.10507255487033743,nan
1740447687.8023918,0.15023618798869687,-0.01903364020462576,0.034808374398332745,0.07306882745287074,nan
1740447687.8062975,0.13407226732801733,0.0031292834221784143,-0.010105171569502924,0.04034735134511166,nan
1740447687.8102033,0.1176999683586838,0.02608357119198303,-0.055648191115646124,0.007233202617749004,nan
1740447687.814109,0.1013407263620729,0.04964337066524649,-0.10140980394454148,-0.025946443144964356,nan
1740447687.8180149,0.08521274495932323,0.07361661281662188,-0.14697687250631003,-0.058865581272858965,nan
1740447687.8219206,0.06952854456094937,0.09780652728623014,-0.19193803992622074,-0.0912026271763985,nan
1740447687.8258264,0.054492580591262864,0.1220131918021619,-0.23588774644991328,-0.12264361217272433,nan
1740447687.8297322,0.040298956411026196,0.1460351020154917,-0.2784301851310261,-0.15288529449073932,nan
1740447687.8336391,0.027129254824449733,0.16967074797051995,-0.319183158161554,-0.18163815488280094,nan
1740447687.837545,0.015150510777042572,0.19272018354260603,-0.3577817962945372,-0.208629247478025,nan
1740447687.8414507,0.004513346342381595,0.21498657541108843,-0.39388210522261274,-0.23360487800667712,nan
1740447687.8453565,-0.004649712625599732,0.2362777184912596,-0.4271643045396748,-0.25633308329114884,nan
1740447687.8492622,-0.012225720714718776,0.2564075052219468,-0.4573359270083213,-0.2766058879187604,nan
1740447687.853168,-0.01812258268276425,0.2751973366878085,-0.48413464826161984,-0.2942413162646437,nan
1740447687.8570738,-0.022270095569026684,0.29247746424065624,-0.5073308197597588,-0.30908514049658625,nan
1740447687.8609796,-0.02462075244233026,0.3080882510638311,-0.5267296807732371,-0.3210123478431954,nan
1740447687.8648853,-0.025150299521100584,0.3218813439890214,-0.5421732283451499,-0.3299283132157572,nan
1740447687.868791,-0.023858040964080406,0.3337207468161745,-0.55354172756392,-0.33576966621456733,nan
1740447687.8726969,-0.02076688824815607,0.34348378739413116,-0.5607548480213106,-0.3385048445931574,nan
1740447687.8766026,-0.01592315369563024,0.3510619717815162,-0.5637724160035255,-0.33813432936859106,nan
1740447687.880513,-0.009396090360258971,0.3563617199132113,-0.5625947757295748,-0.334690559921932,nan
1740447687.8844187,-0.001277183102696875,0.35930497833587804,-0.5572627567738514,-0.3282375305990192,nan
1740447687.8883245,0.008320801745006096,0.3598297067352014,-0.5478572486515603,-0.3188700734665889,nan
1740447687.8922303,0.019264998235477688,0.35789023614599874,-0.5344983873686999,-0.30671283497155755,nan
1740447687.896136,0.0314038419049548,0.3534574979027916,-0.5173443625055514,-0.2919189572616489,nan
1740447687.9000418,0.044568675577602815,0.34651912354161496,-0.4965898570773242,-0.2746684778239426,nan
1740447687.9039476,0.058575543228223864,0.3370794169926648,-0.47246413596223563,-0.25516646385600705,nan
