timestamps,TP9,AF7,AF8,TP10,Right AUX
1740797107.4237735,0.2746223998029764,-0.61106336024904,-0.5641007695441106,0.35028488283332904,nan
1740797107.4276793,0.11906159932254404,-1.108084659200659,-0.40350160946842917,0.3254268871662079,nan
1740797107.4315853,-0.018992197251138026,-0.7499377818309585,0.13424752376493868,0.18365287291571553,nan
1740797107.435491,-0.08051859859058216,0.04566342651287668,0.5518136765303399,-0.02581919646364243,nan
1740797107.439397,-0.11384318986632624,0.5641166305985791,0.47421863368637246,-0.21431741038462873,nan
1740797107.443303,-0.1900040513959272,0.46218432391901076,0.05029891716329863,-0.29798521578420956,nan
1740797107.447209,-0.29327501658507765,0.011687578667562646,-0.23331694511916007,-0.2587681358109299,nan
1740797107.451115,-0.3124416994467903,-0.27184406778092685,-0.11235957376693952,-0.15704078352596254,nan
1740797107.4550207,-0.1525073480942315,-0.17072734677010581,0.17941098341927153,-0.0703548445034472,nan
1740797107.4589267,0.14520497444934924,0.09065189716514808,0.2283885752449456,-0.01918918616422807,nan
1740797107.4628327,0.40522940135930613,0.18388243413573438,-0.05584276726077613,0.03683013322492068,nan
1740797107.4667385,0.45389593298293696,0.06065930416429348,-0.3620702252683151,0.12927221630169558,nan
1740797107.4706461,0.2644414422815939,-0.04656242582089105,-0.3824791565762593,0.22436136935258835,nan
1740797107.474552,-0.024420773603454873,0.041093188380546805,-0.16711081921302107,0.25110305589807635,nan
1740797107.478458,-0.22777218232074856,0.20616279547875618,0.0014783285201960135,0.18083190817329292,nan
1740797107.4823637,-0.25467738155801073,0.17328897908993277,0.006009149495577609,0.06048143413597676,nan
1740797107.4862697,-0.14923254932265512,-0.1423037419658151,0.023796002155558153,-0.04044782481520341,nan
1740797107.4901757,-0.022431801442356174,-0.4909964759725143,0.2309769503679968,-0.10185391641657987,nan
1740797107.4940815,0.03970943414801976,-0.5260599236280551,0.5001890710759567,-0.15533820738623927,nan
1740797107.4979875,0.016528969960372907,-0.16646398541633228,0.5159085609255114,-0.21918737094368315,nan
1740797107.5018933,-0.05826919797512498,0.30842949596559666,0.17092993572928503,-0.2544453191584987,nan
1740797107.5057993,-0.12057923309330781,0.5303728095306083,-0.2721471030955657,-0.20207978218964684,nan
1740797107.5097053,-0.1023475028957,0.38799199678375745,-0.46958410009029816,-0.05633810254447934,nan
1740797107.513611,0.024574967549682417,0.09250461129760285,-0.36989529913993896,0.1169743930997481,nan
1740797107.5175185,0.20423621428856728,-0.07787549117281342,-0.20877378850590878,0.23888411419750818,nan
1740797107.5214243,0.3107791451375601,-0.06105829429447456,-0.16489095122897424,0.2802700424554183,nan
1740797107.5253303,0.24494572985196394,-0.025163805141915036,-0.1470817388514042,0.25933175835529787,nan
1740797107.5292363,0.03694986875800666,-0.12770075607842796,0.01979375018565962,0.19264038932234542,nan
1740797107.533142,-0.1616744736252521,-0.3086144051251365,0.29277401908441886,0.07490410947254915,nan
1740797107.537048,-0.21507430157619595,-0.3522866996633531,0.42711404043053247,-0.08642880857949961,nan
